property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,furnishing_type,luxury_category,total_rooms,floor_category,price
0,105,3.0,3.0,3.0,0.0,1591.0,0.0,0.0,0.0,0.0,1,1.0,9.0,2.0,0.65
0,16,4.0,6.0,3.0,3.0,3573.33,0.0,1.0,0.0,1.0,1,2.0,15.0,0.0,5.31
0,83,4.0,5.0,3.0,1.0,2613.0,0.0,1.0,0.0,0.0,1,2.0,14.0,0.0,4.1
0,4,2.0,2.0,3.0,3.0,1093.0,0.0,0.0,0.0,0.0,2,1.0,7.0,2.0,1.26
0,1,4.0,4.0,3.0,0.0,5350.0,0.0,0.0,0.0,0.0,1,2.0,11.0,1.0,5.9
0,50,3.0,3.0,2.0,2.0,1485.0,0.0,1.0,0.0,0.0,0,1.0,9.0,1.0,2.0
0,98,3.0,3.0,3.0,3.0,1548.0,0.0,0.0,0.0,0.0,2,0.0,10.0,2.0,1.6
1,55,8.0,8.0,3.0,0.0,2880.0,1.0,1.0,1.0,1.0,0,0.0,23.0,2.0,4.5
0,111,1.0,1.0,2.0,1.0,364.0,0.0,0.0,0.0,0.0,1,2.0,4.0,1.0,0.24
0,43,2.0,2.0,3.0,4.0,765.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,0.4
1,40,2.0,2.0,3.0,1.0,823.0,0.0,0.0,0.0,0.0,1,1.0,7.0,2.0,0.66
0,66,3.0,1.0,0.0,3.0,2295.0,0.0,0.0,0.0,0.0,1,1.0,4.0,1.0,3.9
0,81,2.0,2.0,2.0,3.0,836.0,0.0,0.0,0.0,0.0,2,1.0,6.0,2.0,0.85
0,96,2.0,2.0,1.0,3.0,533.0,0.0,0.0,1.0,0.0,1,2.0,6.0,2.0,0.35
0,63,4.0,4.0,3.0,2.0,2000.0,0.0,0.0,0.0,1.0,2,2.0,13.0,2.0,1.99
0,89,2.0,2.0,3.0,1.0,1285.0,0.0,0.0,0.0,0.0,1,2.0,8.0,0.0,0.71
0,6,2.0,2.0,3.0,3.0,1269.0,1.0,0.0,0.0,0.0,1,2.0,8.0,2.0,0.85
1,79,3.0,2.0,3.0,2.0,4320.0,0.0,0.0,0.0,0.0,1,1.0,8.0,1.0,6.5
0,72,1.0,1.0,0.0,3.0,693.0,0.0,0.0,0.0,0.0,1,1.0,2.0,2.0,0.7
1,57,5.0,7.0,3.0,3.0,5850.0,1.0,1.0,0.0,1.0,2,0.0,19.0,1.0,12.25
0,82,1.0,1.0,1.0,3.0,869.0,0.0,0.0,0.0,0.0,1,2.0,3.0,2.0,1.0
0,75,1.0,1.0,1.0,3.0,826.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,0.95
1,21,2.0,2.0,1.0,2.0,900.0,0.0,1.0,0.0,0.0,1,1.0,6.0,1.0,1.07
0,98,2.0,2.0,1.0,3.0,585.0,0.0,0.0,0.0,0.0,1,1.0,5.0,2.0,0.5
0,111,3.0,3.0,3.0,1.0,2475.0,0.0,1.0,0.0,0.0,1,2.0,10.0,1.0,1.35
0,61,4.0,5.0,3.0,3.0,3488.0,1.0,1.0,0.0,1.0,1,1.0,15.0,2.0,11.0
0,71,3.0,3.0,3.0,1.0,2025.0,0.0,0.0,0.0,0.0,1,1.0,9.0,2.0,3.0
0,80,3.0,5.0,3.0,3.0,1530.0,0.0,1.0,0.0,0.0,1,0.0,12.0,2.0,1.55
0,6,3.0,4.0,3.0,3.0,2060.0,0.0,1.0,0.0,0.0,1,2.0,11.0,0.0,1.75
1,12,4.0,3.0,2.0,3.0,2367.0,0.0,0.0,0.0,0.0,1,1.0,9.0,1.0,4.25
0,36,2.0,2.0,2.0,3.0,788.0,0.0,0.0,0.0,0.0,1,1.0,6.0,1.0,0.25
0,89,3.0,4.0,3.0,1.0,1660.0,0.0,1.0,0.0,0.0,1,1.0,11.0,2.0,1.95
0,54,5.0,5.0,3.0,2.0,3305.0,0.0,1.0,0.0,0.0,1,2.0,14.0,2.0,3.3
0,25,2.0,2.0,2.0,2.0,1100.0,0.0,0.0,0.0,0.0,2,1.0,6.0,0.0,0.75
0,44,3.0,3.0,3.0,3.0,1990.0,0.0,0.0,0.0,0.0,1,2.0,9.0,2.0,1.1
0,80,3.0,5.0,3.0,3.0,1530.0,0.0,1.0,0.0,0.0,1,2.0,12.0,2.0,1.6
1,31,7.0,9.0,3.0,0.0,9000.0,1.0,1.0,1.0,1.0,0,2.0,23.0,2.0,31.5
0,9,2.0,2.0,3.0,3.0,1284.0,1.0,0.0,0.0,0.0,2,2.0,8.0,2.0,0.9
0,44,4.0,3.0,3.0,3.0,1971.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,1.78
0,4,3.0,3.0,3.0,3.0,1522.0,0.0,0.0,0.0,0.0,1,2.0,9.0,1.0,1.8
0,81,3.0,3.0,3.0,1.0,1900.0,0.0,1.0,0.0,0.0,1,0.0,10.0,2.0,1.69
0,75,3.0,4.0,3.0,3.0,2100.0,0.0,1.0,0.0,0.0,2,1.0,11.0,0.0,3.39
0,101,2.0,2.0,2.0,3.0,764.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.42
0,4,3.0,4.0,3.0,0.0,1737.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,1.78
0,111,2.0,2.0,1.0,3.0,587.0,0.0,0.0,0.0,0.0,1,1.0,5.0,1.0,0.25
0,8,3.0,4.0,3.0,3.0,1186.0,0.0,1.0,0.0,0.0,1,0.0,11.0,2.0,1.25
0,11,3.0,2.0,3.0,3.0,1691.0,0.0,0.0,0.0,0.0,1,2.0,8.0,2.0,1.26
0,61,3.0,3.0,3.0,0.0,2250.0,1.0,0.0,0.0,0.0,2,2.0,10.0,2.0,1.59
0,95,3.0,4.0,3.0,3.0,1554.0,1.0,1.0,1.0,1.0,2,0.0,14.0,2.0,1.8
1,20,5.0,5.0,2.0,0.0,3420.0,1.0,1.0,0.0,1.0,2,1.0,15.0,2.0,6.46
0,89,2.0,2.0,2.0,3.0,1322.0,1.0,0.0,0.0,0.0,2,2.0,7.0,2.0,1.3
0,96,3.0,3.0,3.0,1.0,1856.0,0.0,1.0,0.0,0.0,1,2.0,10.0,1.0,1.5
1,7,4.0,4.0,1.0,0.0,900.0,0.0,0.0,0.0,0.0,1,1.0,10.0,1.0,1.2
0,72,2.0,3.0,3.0,4.0,999.0,0.0,0.0,0.0,0.0,1,2.0,8.0,2.0,2.2
0,76,2.0,2.0,2.0,1.0,630.0,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0,0.6
0,65,3.0,4.0,1.0,0.0,1700.0,0.0,1.0,0.0,0.0,2,0.0,9.0,0.0,3.8
0,80,3.0,4.0,2.0,4.0,1408.0,0.0,0.0,0.0,0.0,1,1.0,9.0,0.0,0.99
0,89,3.0,3.0,2.0,3.0,1216.0,1.0,0.0,0.0,1.0,1,0.0,10.0,2.0,1.3
0,58,2.0,2.0,1.0,3.0,1019.0,0.0,0.0,0.0,0.0,1,1.0,5.0,2.0,0.71
0,44,3.0,3.0,3.0,0.0,1592.0,0.0,0.0,0.0,0.0,1,1.0,9.0,0.0,1.0
0,69,2.0,2.0,2.0,1.0,1294.0,1.0,0.0,0.0,0.0,1,1.0,8.0,2.0,1.6
0,99,3.0,3.0,3.0,1.0,1648.0,1.0,0.0,0.0,0.0,1,2.0,11.0,2.0,1.29
0,77,2.0,2.0,2.0,1.0,1328.0,0.0,0.0,0.0,0.0,1,2.0,6.0,0.0,1.0
1,90,2.0,4.0,0.0,3.0,902.0,0.0,0.0,0.0,0.0,1,1.0,6.0,1.0,0.82
0,6,3.0,4.0,3.0,3.0,2137.0,0.0,1.0,0.0,0.0,2,2.0,11.0,0.0,2.45
0,95,3.0,3.0,3.0,3.0,1500.0,0.0,1.0,0.0,0.0,2,0.0,10.0,2.0,1.76
0,85,2.0,2.0,2.0,1.0,1265.0,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0,1.6
1,112,3.0,10.0,3.0,1.0,1065.0,0.0,0.0,0.0,0.0,1,1.0,16.0,2.0,0.95
0,11,3.0,2.0,2.0,3.0,1215.0,0.0,0.0,0.0,0.0,2,1.0,7.0,2.0,0.79
0,98,4.0,6.0,2.0,1.0,2506.0,0.0,1.0,0.0,0.0,1,2.0,14.0,0.0,1.3
0,85,3.0,3.0,3.0,3.0,1900.0,1.0,0.0,0.0,0.0,1,0.0,10.0,2.0,2.25
0,111,2.0,2.0,3.0,1.0,822.0,0.0,0.0,0.0,0.0,1,2.0,7.0,1.0,0.65
0,92,2.0,2.0,2.0,0.0,1414.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.75
0,78,4.0,6.0,3.0,3.0,2825.0,0.0,1.0,0.0,1.0,1,0.0,15.0,0.0,3.1
0,83,3.0,3.0,3.0,0.0,2293.0,0.0,1.0,0.0,0.0,1,1.0,10.0,2.0,4.1
0,4,3.0,3.0,3.0,3.0,2250.0,0.0,1.0,0.0,0.0,2,2.0,10.0,2.0,1.98
0,73,3.0,3.0,2.0,4.0,1644.0,0.0,0.0,0.0,0.0,1,1.0,8.0,2.0,2.44
0,18,2.0,2.0,1.0,3.0,1114.0,0.0,0.0,0.0,0.0,2,1.0,6.0,1.0,0.72
0,74,3.0,3.0,3.0,3.0,1800.0,0.0,1.0,0.0,0.0,2,1.0,10.0,2.0,2.99
0,44,3.0,3.0,3.0,3.0,1713.0,0.0,0.0,0.0,0.0,1,1.0,10.0,0.0,1.49
0,78,4.0,4.0,3.0,0.0,2159.0,0.0,1.0,0.0,0.0,1,1.0,12.0,2.0,2.6
0,73,3.0,3.0,3.0,3.0,1856.0,0.0,1.0,0.0,0.0,2,2.0,10.0,1.0,2.0
1,59,9.0,9.0,3.0,0.0,2700.0,0.0,1.0,0.0,1.0,2,1.0,24.0,2.0,5.5
0,43,2.0,2.0,2.0,1.0,675.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.4
0,103,3.0,3.0,2.0,3.0,2194.0,1.0,0.0,0.0,0.0,2,1.0,9.0,2.0,0.92
0,1,3.0,3.0,3.0,1.0,1609.0,0.0,0.0,0.0,0.0,2,2.0,9.0,1.0,1.53
0,8,2.0,2.0,3.0,3.0,1120.0,0.0,0.0,0.0,0.0,1,1.0,7.0,2.0,0.88
0,4,3.0,3.0,3.0,3.0,2500.0,0.0,1.0,0.0,0.0,1,0.0,10.0,1.0,1.9
1,52,8.0,6.0,3.0,0.0,2367.0,0.0,1.0,0.0,0.0,2,2.0,18.0,2.0,5.65
0,106,2.0,2.0,0.0,3.0,730.0,0.0,0.0,0.0,0.0,1,1.0,4.0,1.0,0.4
1,29,4.0,4.0,3.0,3.0,1350.0,0.0,1.0,0.0,1.0,2,2.0,13.0,1.0,5.25
0,75,3.0,4.0,2.0,3.0,2200.0,1.0,1.0,0.0,0.0,2,0.0,11.0,0.0,3.05
0,85,2.0,2.0,2.0,3.0,1513.0,0.0,0.0,0.0,0.0,2,0.0,6.0,0.0,1.6
1,61,4.0,4.0,3.0,1.0,2844.0,0.0,1.0,0.0,0.0,1,2.0,12.0,2.0,3.51
1,12,3.0,4.0,3.0,0.0,1836.0,0.0,0.0,0.0,1.0,2,1.0,11.0,2.0,3.6
0,89,2.0,2.0,3.0,1.0,80.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,1.1
0,9,2.0,2.0,3.0,3.0,1380.0,1.0,0.0,0.0,0.0,1,2.0,8.0,2.0,1.02
0,92,2.0,2.0,2.0,3.0,1260.0,0.0,0.0,0.0,0.0,2,0.0,6.0,0.0,0.95
0,111,2.0,2.0,3.0,3.0,925.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,0.55
0,101,3.0,3.0,3.0,4.0,1280.0,0.0,0.0,0.0,1.0,1,1.0,10.0,1.0,1.25
1,47,1.0,4.0,3.0,0.0,603.0,0.0,0.0,0.0,0.0,1,1.0,9.0,2.0,0.92
0,103,2.0,2.0,3.0,3.0,1214.0,1.0,0.0,0.0,0.0,1,2.0,8.0,2.0,0.65
0,61,3.0,3.0,3.0,0.0,1700.0,0.0,0.0,0.0,1.0,2,2.0,10.0,2.0,1.5
0,111,1.0,1.0,1.0,1.0,788.0,0.0,0.0,0.0,0.0,1,2.0,3.0,1.0,0.22
0,6,2.0,2.0,3.0,3.0,87.0,1.0,0.0,0.0,0.0,1,2.0,8.0,0.0,0.82
0,11,4.0,4.0,3.0,3.0,3150.0,0.0,1.0,1.0,0.0,2,0.0,13.0,2.0,2.95
0,98,2.0,2.0,1.0,1.0,1223.0,0.0,0.0,0.0,0.0,2,1.0,6.0,0.0,0.87
0,73,3.0,4.0,3.0,3.0,1856.0,1.0,1.0,1.0,1.0,0,0.0,14.0,2.0,2.3
0,73,2.0,2.0,3.0,4.0,1134.0,0.0,0.0,0.0,0.0,2,1.0,7.0,0.0,2.33
0,11,3.0,4.0,3.0,3.0,1934.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,1.75
0,4,3.0,3.0,3.0,3.0,1484.0,0.0,1.0,0.0,0.0,2,1.0,10.0,2.0,1.39
0,1,1.0,1.0,1.0,0.0,561.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,0.38
0,111,3.0,3.0,3.0,3.0,1361.0,0.0,0.0,0.0,1.0,1,2.0,10.0,2.0,0.78
0,71,3.0,4.0,3.0,0.0,1544.0,1.0,0.0,0.0,0.0,2,2.0,11.0,2.0,2.2
0,39,3.0,2.0,2.0,4.0,1880.0,0.0,0.0,0.0,0.0,1,2.0,7.0,0.0,1.67
1,33,4.0,5.0,3.0,3.0,2844.0,0.0,1.0,1.0,1.0,2,2.0,15.0,2.0,12.0
0,41,1.0,1.0,1.0,3.0,450.0,0.0,0.0,0.0,0.0,1,1.0,3.0,2.0,0.45
0,57,3.0,3.0,3.0,0.0,1900.0,0.0,0.0,0.0,0.0,2,1.0,9.0,2.0,2.35
0,54,3.0,3.0,0.0,3.0,1911.0,0.0,1.0,0.0,0.0,1,2.0,7.0,0.0,2.0
0,1,4.0,4.0,3.0,2.0,2038.0,1.0,1.0,0.0,0.0,1,2.0,14.0,2.0,1.5
0,17,3.0,2.0,2.0,3.0,1288.0,0.0,0.0,0.0,1.0,2,0.0,8.0,2.0,1.9
0,9,2.0,2.0,1.0,3.0,598.0,0.0,0.0,0.0,0.0,0,1.0,6.0,2.0,0.49
0,1,3.0,3.0,3.0,4.0,1430.0,0.0,0.0,0.0,0.0,1,1.0,9.0,2.0,1.45
0,78,3.0,3.0,2.0,3.0,1308.0,0.0,0.0,0.0,1.0,1,2.0,9.0,1.0,1.43
0,89,3.0,3.0,3.0,1.0,1676.0,0.0,0.0,0.0,0.0,2,2.0,9.0,1.0,1.4
0,1,4.0,5.0,3.0,1.0,5216.0,1.0,1.0,0.0,1.0,1,1.0,15.0,1.0,5.25
0,78,4.0,4.0,2.0,3.0,1808.0,0.0,0.0,0.0,0.0,1,1.0,10.0,1.0,1.9
0,6,3.0,4.0,3.0,3.0,2042.0,1.0,1.0,0.0,1.0,2,1.0,14.0,0.0,1.75
1,39,2.0,2.0,3.0,3.0,1400.0,1.0,0.0,0.0,0.0,2,2.0,8.0,1.0,1.15
0,42,2.0,2.0,2.0,3.0,1079.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.67
0,107,1.0,1.0,1.0,3.0,412.0,0.0,0.0,0.0,1.0,1,2.0,4.0,1.0,0.2
0,78,3.0,3.0,2.0,3.0,1500.0,0.0,0.0,0.0,0.0,1,0.0,8.0,1.0,1.68
1,30,4.0,4.0,3.0,2.0,1800.0,0.0,1.0,1.0,0.0,1,2.0,13.0,1.0,6.3
0,78,3.0,2.0,3.0,3.0,1326.0,0.0,0.0,0.0,0.0,2,2.0,8.0,1.0,0.9
0,111,2.0,2.0,1.0,3.0,542.0,0.0,0.0,0.0,0.0,1,1.0,5.0,1.0,0.26
0,76,3.0,3.0,2.0,1.0,1349.0,0.0,0.0,1.0,0.0,2,2.0,9.0,2.0,1.6
0,15,3.0,3.0,3.0,4.0,1615.0,0.0,0.0,0.0,0.0,1,1.0,9.0,2.0,2.35
0,11,3.0,4.0,3.0,3.0,1797.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,1.45
1,47,4.0,4.0,2.0,2.0,1440.0,0.0,0.0,0.0,1.0,1,1.0,11.0,1.0,2.35
0,101,3.0,3.0,2.0,1.0,1423.0,1.0,0.0,0.0,0.0,1,1.0,10.0,2.0,1.2
1,51,6.0,7.0,3.0,3.0,4500.0,1.0,1.0,1.0,1.0,2,2.0,20.0,2.0,16.0
0,109,2.0,1.0,0.0,3.0,506.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,0.3
0,95,3.0,3.0,1.0,3.0,2572.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,1.3
0,108,2.0,2.0,2.0,1.0,735.0,0.0,0.0,0.0,0.0,1,2.0,6.0,2.0,0.4
0,16,2.0,2.0,2.0,3.0,1498.0,0.0,0.0,0.0,0.0,1,2.0,6.0,2.0,0.7
1,34,1.0,1.0,0.0,3.0,750.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,0.55
1,79,2.0,2.0,2.0,2.0,1440.0,0.0,0.0,0.0,0.0,1,1.0,6.0,1.0,2.0
1,47,2.0,3.0,1.0,0.0,675.0,0.0,0.0,0.0,0.0,1,1.0,6.0,1.0,0.8
0,25,1.0,1.0,1.0,0.0,562.0,0.0,0.0,0.0,0.0,1,1.0,4.0,1.0,0.2
1,11,4.0,5.0,3.0,0.0,6228.0,0.0,0.0,0.0,0.0,1,2.0,12.0,1.0,6.0
0,97,3.0,3.0,1.0,3.0,1336.0,0.0,0.0,0.0,0.0,1,2.0,7.0,1.0,0.88
0,4,3.0,3.0,3.0,3.0,1317.0,0.0,1.0,0.0,0.0,1,2.0,10.0,2.0,1.4
0,10,3.0,4.0,2.0,1.0,1864.0,0.0,0.0,0.0,0.0,1,2.0,9.0,0.0,3.35
0,4,3.0,3.0,3.0,3.0,1522.0,0.0,0.0,0.0,0.0,1,2.0,9.0,1.0,1.76
0,109,2.0,2.0,2.0,1.0,1126.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.85
0,47,2.0,2.0,1.0,3.0,844.0,0.0,0.0,0.0,0.0,2,1.0,5.0,2.0,0.42
1,79,2.0,2.0,2.0,0.0,1080.0,0.0,0.0,0.0,0.0,2,2.0,6.0,1.0,1.55
0,98,2.0,2.0,1.0,1.0,1223.0,0.0,0.0,0.0,0.0,1,2.0,5.0,2.0,0.78
0,39,2.0,2.0,2.0,3.0,1275.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,1.1
0,78,3.0,3.0,2.0,3.0,1419.0,0.0,0.0,0.0,1.0,2,2.0,9.0,2.0,1.42
0,10,2.0,2.0,2.0,0.0,1354.0,0.0,0.0,0.0,0.0,1,2.0,6.0,0.0,0.7
0,45,4.0,4.0,3.0,2.0,1979.0,0.0,0.0,0.0,0.0,0,1.0,11.0,2.0,2.1
1,57,3.0,3.0,2.0,0.0,2160.0,0.0,1.0,0.0,0.0,2,2.0,9.0,1.0,7.5
0,105,4.0,3.0,2.0,1.0,1983.0,0.0,0.0,0.0,0.0,1,1.0,9.0,0.0,0.95
0,39,4.0,4.0,3.0,2.0,4869.0,0.0,1.0,0.0,0.0,2,2.0,12.0,0.0,3.25
0,63,3.0,3.0,3.0,0.0,2200.0,1.0,0.0,0.0,0.0,1,1.0,10.0,2.0,1.7
0,99,2.0,2.0,3.0,3.0,1391.0,1.0,0.0,0.0,1.0,2,0.0,9.0,0.0,1.19
1,28,3.0,2.0,2.0,1.0,1500.0,0.0,0.0,0.0,0.0,2,2.0,7.0,2.0,1.2
0,4,2.0,2.0,2.0,1.0,1169.0,0.0,0.0,0.0,0.0,2,1.0,6.0,0.0,1.4
0,54,3.0,3.0,3.0,0.0,1576.0,0.0,1.0,0.0,1.0,2,0.0,11.0,2.0,1.76
0,98,3.0,2.0,3.0,3.0,1480.0,0.0,0.0,0.0,0.0,0,2.0,8.0,2.0,1.45
0,78,3.0,3.0,2.0,3.0,1419.0,0.0,0.0,0.0,1.0,1,2.0,9.0,2.0,1.4
0,70,4.0,5.0,3.0,3.0,3901.0,1.0,1.0,1.0,0.0,2,0.0,15.0,2.0,7.15
0,75,4.0,4.0,3.0,3.0,2250.0,0.0,1.0,0.0,1.0,2,2.0,13.0,1.0,2.72
0,106,2.0,2.0,2.0,1.0,612.0,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0,0.4
0,81,2.0,2.0,3.0,1.0,1304.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,1.1
0,81,2.0,2.0,3.0,1.0,1173.0,0.0,0.0,0.0,0.0,2,2.0,7.0,0.0,1.34
0,111,2.0,2.0,3.0,4.0,1050.0,1.0,0.0,0.0,0.0,1,2.0,9.0,2.0,0.95
1,54,5.0,6.0,3.0,0.0,8775.0,1.0,1.0,1.0,1.0,2,2.0,18.0,1.0,19.5
0,16,4.0,6.0,3.0,0.0,3662.34,0.0,1.0,0.0,0.0,2,0.0,14.0,0.0,5.6
0,104,2.0,2.0,3.0,0.0,1263.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,0.96
0,92,3.0,4.0,3.0,3.0,1760.0,0.0,1.0,0.0,0.0,0,0.0,11.0,0.0,2.34
0,50,4.0,4.0,3.0,0.0,3127.0,0.0,0.0,0.0,1.0,2,2.0,12.0,0.0,3.25
0,87,3.0,4.0,3.0,3.0,1314.0,1.0,1.0,0.0,0.0,1,1.0,12.0,2.0,1.25
0,69,2.0,2.0,2.0,4.0,1350.0,1.0,0.0,0.0,0.0,1,2.0,7.0,1.0,1.47
1,40,3.0,1.0,0.0,3.0,1081.0,0.0,0.0,0.0,0.0,1,1.0,4.0,1.0,0.75
1,33,5.0,6.0,3.0,1.0,3240.0,1.0,1.0,0.0,1.0,2,0.0,17.0,2.0,10.5
0,25,2.0,2.0,3.0,0.0,1408.0,1.0,0.0,0.0,0.0,1,2.0,8.0,0.0,0.98
0,78,3.0,3.0,2.0,3.0,1473.0,0.0,0.0,0.0,0.0,1,0.0,8.0,1.0,1.66
0,63,1.0,1.0,1.0,2.0,472.0,0.0,0.0,0.0,0.0,1,1.0,3.0,1.0,0.52
0,111,2.0,2.0,3.0,3.0,979.0,0.0,0.0,0.0,1.0,1,1.0,8.0,0.0,0.66
1,18,4.0,4.0,1.0,0.0,1700.0,0.0,0.0,0.0,0.0,1,1.0,9.0,1.0,0.7
1,25,5.0,5.0,2.0,2.0,4680.0,1.0,1.0,1.0,1.0,0,2.0,16.0,1.0,9.0
0,97,2.0,2.0,3.0,3.0,1383.0,0.0,0.0,1.0,0.0,1,0.0,8.0,1.0,1.2
0,41,1.0,1.0,1.0,3.0,409.0,0.0,0.0,0.0,0.0,1,2.0,3.0,2.0,0.36
1,56,6.0,5.0,2.0,2.0,2250.0,1.0,1.0,0.0,1.0,0,0.0,17.0,2.0,3.5
0,75,3.0,4.0,3.0,0.0,1740.0,0.0,1.0,0.0,0.0,2,0.0,11.0,0.0,2.35
0,81,3.0,3.0,3.0,3.0,1777.0,0.0,1.0,0.0,0.0,1,1.0,10.0,2.0,1.51
0,95,2.0,2.0,2.0,0.0,1100.0,0.0,0.0,0.0,1.0,2,2.0,7.0,0.0,0.85
0,97,2.0,2.0,1.0,4.0,97.0,0.0,0.0,0.0,0.0,1,1.0,5.0,0.0,1.05
0,83,3.0,3.0,3.0,0.0,1776.0,0.0,1.0,0.0,0.0,2,1.0,10.0,2.0,1.9
1,30,5.0,5.0,3.0,0.0,1800.0,0.0,1.0,0.0,1.0,2,2.0,15.0,1.0,6.25
0,101,3.0,3.0,3.0,4.0,878.0,0.0,0.0,0.0,0.0,1,1.0,9.0,1.0,1.32
0,8,2.0,2.0,3.0,3.0,940.0,0.0,0.0,0.0,0.0,1,1.0,7.0,1.0,0.88
0,44,3.0,2.0,3.0,3.0,1367.0,0.0,0.0,0.0,0.0,1,1.0,8.0,0.0,1.5
0,11,3.0,3.0,3.0,3.0,1550.0,0.0,0.0,0.0,1.0,2,1.0,10.0,2.0,1.75
0,43,3.0,3.0,3.0,3.0,1435.0,0.0,0.0,0.0,0.0,1,2.0,9.0,2.0,0.9
0,75,3.0,3.0,3.0,3.0,1900.0,0.0,0.0,1.0,0.0,2,0.0,10.0,2.0,3.0
0,111,2.0,2.0,2.0,1.0,585.0,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0,0.28
0,111,2.0,2.0,3.0,1.0,925.0,0.0,0.0,0.0,0.0,1,2.0,7.0,2.0,0.56
1,18,3.0,3.0,1.0,0.0,1872.0,0.0,0.0,0.0,1.0,1,1.0,8.0,2.0,3.71
0,17,3.0,3.0,3.0,1.0,1994.0,0.0,1.0,0.0,0.0,1,2.0,10.0,2.0,2.85
0,43,3.0,3.0,3.0,3.0,1568.0,1.0,0.0,0.0,0.0,1,1.0,10.0,1.0,1.25
0,6,3.0,4.0,3.0,3.0,2060.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,2.0
0,9,2.0,2.0,2.0,3.0,615.0,0.0,0.0,0.0,0.0,1,1.0,6.0,2.0,0.35
0,11,3.0,4.0,3.0,3.0,1884.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,2.15
0,87,4.0,3.0,3.0,3.0,1754.0,0.0,1.0,0.0,0.0,1,2.0,11.0,2.0,1.64
1,47,3.0,3.0,0.0,3.0,1130.0,0.0,0.0,0.0,0.0,1,1.0,6.0,1.0,0.85
0,53,3.0,3.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,2,1.0,6.0,1.0,2.4
1,19,4.0,5.0,2.0,2.0,4950.0,0.0,0.0,0.0,0.0,1,1.0,11.0,1.0,4.5
0,107,2.0,2.0,2.0,3.0,1300.0,0.0,0.0,0.0,0.0,1,2.0,6.0,2.0,0.43
0,4,3.0,3.0,3.0,3.0,1317.0,0.0,1.0,0.0,0.0,2,2.0,10.0,2.0,1.38
1,30,5.0,6.0,3.0,0.0,4518.0,1.0,1.0,1.0,1.0,1,2.0,18.0,2.0,15.5
0,82,4.0,4.0,3.0,0.0,2114.0,0.0,1.0,0.0,0.0,1,1.0,12.0,2.0,1.35
0,73,4.0,4.0,3.0,3.0,1776.0,0.0,1.0,0.0,0.0,1,2.0,12.0,1.0,3.0
0,111,2.0,2.0,2.0,3.0,623.0,0.0,0.0,0.0,0.0,2,1.0,6.0,0.0,0.32
0,9,2.0,2.0,3.0,3.0,1205.0,0.0,0.0,0.0,1.0,1,0.0,8.0,0.0,0.75
0,9,2.0,2.0,1.0,3.0,493.0,0.0,0.0,0.0,0.0,1,1.0,5.0,2.0,0.36
0,101,2.0,2.0,2.0,1.0,1241.0,1.0,0.0,0.0,0.0,1,1.0,7.0,1.0,1.0
0,111,2.0,2.0,2.0,1.0,658.0,0.0,0.0,0.0,0.0,1,1.0,6.0,0.0,0.35
0,54,4.0,5.0,3.0,1.0,3488.0,1.0,1.0,0.0,1.0,1,2.0,15.0,2.0,4.3
0,76,3.0,3.0,2.0,1.0,1349.0,0.0,1.0,0.0,0.0,2,1.0,10.0,2.0,1.7
0,78,3.0,3.0,1.0,3.0,1383.0,0.0,0.0,0.0,1.0,1,2.0,8.0,0.0,1.36
1,63,6.0,6.0,3.0,0.0,1530.0,0.0,0.0,0.0,0.0,2,1.0,15.0,1.0,3.4
1,75,4.0,4.0,0.0,3.0,2835.0,0.0,0.0,0.0,0.0,1,1.0,8.0,2.0,3.0
1,50,9.0,9.0,3.0,0.0,3510.0,0.0,1.0,0.0,0.0,1,1.0,22.0,2.0,14.0
